pandaid,computingsite,cpuconsumptiontime,corecount,noutputdatafiles,outputfilebytes,files_info
149,USDF,490,8,4,1159820666,"{""lsst_Coadd_149_0000.fits"":124123555,""lsst_Coadd_149_0001.fits"":95361820,""lsst_Coadd_149_0002.fits"":88534064,""lsst_Coadd_149_0003.fits"":106213740,""lsst_Coadd_149_0004.fits"":117891960,""lsst_Coadd_149_0005.fits"":98191243,""lsst_Coadd_149_0006.fits"":115131372,""lsst_Coadd_149_0007.fits"":78183555,""lsst_Coadd_149_0008.fits"":67339069,""lsst_Coadd_149_0009.fits"":81062519,""lsst_Coadd_149_0010.fits"":102138952,""lsst_Coadd_149_0011.fits"":99804059,""lsst_Coadd_149_0012.fits"":66992750,""lsst_Coadd_149_0013.fits"":108087426,""lsst_Coadd_149_0014.fits"":84495225,""lsst_Coadd_149_0015.fits"":103410084,""lsst_Coadd_149_0016.fits"":65865883,""lsst_Coadd_149_0017.fits"":100457752,""lsst_Coadd_149_0018.fits"":102746948,""lsst_Coadd_149_0019.fits"":88236580,""lsst_Coadd_149_0020.fits"":172535775,""lsst_Coadd_149_0021.fits"":84597008,""lsst_Coadd_149_0022.fits"":86435068,""lsst_Coadd_149_0023.fits"":81804926}"
150,USDF,87,4,2,333452183,"{""lsst_SingleFrame_Cal_150_0000.fits"":110353432,""lsst_SingleFrame_Cal_150_0001.fits"":72929222,""lsst_SingleFrame_Cal_150_0002.fits"":119855695}"
151,USDF,165,4,1,79463834,"{""lsst_DiffImaging_151_0000.fits"":97572220,""lsst_DiffImaging_151_0001.fits"":103484946,""lsst_DiffImaging_151_0002.fits"":63822283}"
152,USDF,16,1,1,43657208,"{""lsst_Prompt_ISR_152_0000.fits"":48508009}"
153,USDF,159,4,1,80344065,"{""lsst_DiffImaging_153_0000.fits"":70044637,""lsst_DiffImaging_153_0001.fits"":121350451,""lsst_DiffImaging_153_0002.fits"":76418462}"
154,Base,51,1,1,39891547,"{""lsst_Prompt_ISR_154_0000.fits"":44323942}"
155,USDF,36,1,1,34850337,"{""lsst_Prompt_ISR_155_0000.fits"":38722597}"
156,Base,40,1,2,38965941,"{""lsst_Prompt_ISR_156_0000.fits"":43295491}"
157,USDF,101,4,2,400479351,"{""lsst_SingleFrame_Cal_157_0000.fits"":134584326,""lsst_SingleFrame_Cal_157_0001.fits"":98952209,""lsst_SingleFrame_Cal_157_0002.fits"":130535603}"
158,USDF,163,4,1,106287674,"{""lsst_DiffImaging_158_0000.fits"":104311558,""lsst_DiffImaging_158_0001.fits"":82994387,""lsst_DiffImaging_158_0002.fits"":106622686,""lsst_DiffImaging_158_0003.fits"":60363616}"
159,USDF,93,4,3,224042021,"{""lsst_SingleFrame_Cal_159_0000.fits"":101020375,""lsst_SingleFrame_Cal_159_0001.fits"":102654190}"
160,Base,46,1,1,39315061,"{""lsst_Prompt_ISR_160_0000.fits"":43683402}"
161,FrDF,114,4,2,94576822,"{""lsst_DiffImaging_161_0000.fits"":113978722,""lsst_DiffImaging_161_0001.fits"":129897986,""lsst_DiffImaging_161_0002.fits"":71379367}"
162,Base,50,1,1,34322372,"{""lsst_Prompt_ISR_162_0000.fits"":38135969}"
163,Base,45,1,1,37059525,"{""lsst_Prompt_ISR_163_0000.fits"":41177251}"
164,USDF,199,4,1,110742487,"{""lsst_DiffImaging_164_0000.fits"":71437423,""lsst_DiffImaging_164_0001.fits"":127969716,""lsst_DiffImaging_164_0002.fits"":99231448,""lsst_DiffImaging_164_0003.fits"":70503037}"
165,USDF,358,8,3,73601664,"{""lsst_ForcedPhotom_165_0000.fits"":47392078,""lsst_ForcedPhotom_165_0001.fits"":34481523,""lsst_ForcedPhotom_165_0002.fits"":50020401,""lsst_ForcedPhotom_165_0003.fits"":49558589,""lsst_ForcedPhotom_165_0004.fits"":47358599,""lsst_ForcedPhotom_165_0005.fits"":46147179,""lsst_ForcedPhotom_165_0006.fits"":41165312,""lsst_ForcedPhotom_165_0007.fits"":51884642}"
166,Base,30,1,2,35372303,"{""lsst_Prompt_ISR_166_0000.fits"":39302559}"
167,USDF,366,8,2,91383553,"{""lsst_ForcedPhotom_167_0000.fits"":69853531,""lsst_ForcedPhotom_167_0001.fits"":57085544,""lsst_ForcedPhotom_167_0002.fits"":53154295,""lsst_ForcedPhotom_167_0003.fits"":41703070,""lsst_ForcedPhotom_167_0004.fits"":43392123,""lsst_ForcedPhotom_167_0005.fits"":61605183,""lsst_ForcedPhotom_167_0006.fits"":47892269,""lsst_ForcedPhotom_167_0007.fits"":44241387,""lsst_ForcedPhotom_167_0008.fits"":37990363}"
168,USDF,152,4,1,117428250,"{""lsst_SingleFrame_Cal_168_0000.fits"":106752955}"
169,UKDF,172,4,2,114476373,"{""lsst_DiffImaging_169_0000.fits"":99230333,""lsst_DiffImaging_169_0001.fits"":110566391,""lsst_DiffImaging_169_0002.fits"":85406979,""lsst_DiffImaging_169_0003.fits"":86384207}"
170,USDF,191,4,1,304706461,"{""lsst_SingleFrame_Cal_170_0000.fits"":80855550,""lsst_SingleFrame_Cal_170_0001.fits"":101494271,""lsst_SingleFrame_Cal_170_0002.fits"":94656053}"
171,USDF,73,4,2,274664733,"{""lsst_SingleFrame_Cal_171_0000.fits"":106566102,""lsst_SingleFrame_Cal_171_0001.fits"":143129110}"
172,UKDF,839,8,4,1324829019,"{""lsst_Coadd_172_0000.fits"":85752677,""lsst_Coadd_172_0001.fits"":135043405,""lsst_Coadd_172_0002.fits"":89233845,""lsst_Coadd_172_0003.fits"":136371236,""lsst_Coadd_172_0004.fits"":96857283,""lsst_Coadd_172_0005.fits"":117783148,""lsst_Coadd_172_0006.fits"":129482618,""lsst_Coadd_172_0007.fits"":66678911,""lsst_Coadd_172_0008.fits"":115031985,""lsst_Coadd_172_0009.fits"":85709953,""lsst_Coadd_172_0010.fits"":102852920,""lsst_Coadd_172_0011.fits"":117100006,""lsst_Coadd_172_0012.fits"":115537541,""lsst_Coadd_172_0013.fits"":99511405,""lsst_Coadd_172_0014.fits"":96515135,""lsst_Coadd_172_0015.fits"":82087742,""lsst_Coadd_172_0016.fits"":80268804,""lsst_Coadd_172_0017.fits"":119334918,""lsst_Coadd_172_0018.fits"":78455037,""lsst_Coadd_172_0019.fits"":96497846,""lsst_Coadd_172_0020.fits"":98194173,""lsst_Coadd_172_0021.fits"":105877017,""lsst_Coadd_172_0022.fits"":93869924,""lsst_Coadd_172_0023.fits"":102141587,""lsst_Coadd_172_0024.fits"":103266940,""lsst_Coadd_172_0025.fits"":100201982}"
173,USDF,209,8,2,188211824,"{""lsst_ForcedPhotom_173_0000.fits"":54655584,""lsst_ForcedPhotom_173_0001.fits"":57946649,""lsst_ForcedPhotom_173_0002.fits"":43260549,""lsst_ForcedPhotom_173_0003.fits"":50695470,""lsst_ForcedPhotom_173_0004.fits"":40698951,""lsst_ForcedPhotom_173_0005.fits"":41859748,""lsst_ForcedPhotom_173_0006.fits"":46760234,""lsst_ForcedPhotom_173_0007.fits"":55619674,""lsst_ForcedPhotom_173_0008.fits"":47542602,""lsst_ForcedPhotom_173_0009.fits"":62688653,""lsst_ForcedPhotom_173_0010.fits"":69511112,""lsst_ForcedPhotom_173_0011.fits"":41982570,""lsst_ForcedPhotom_173_0012.fits"":50943723,""lsst_ForcedPhotom_173_0013.fits"":52524718,""lsst_ForcedPhotom_173_0014.fits"":60105007,""lsst_ForcedPhotom_173_0015.fits"":53123010,""lsst_ForcedPhotom_173_0016.fits"":44903115,""lsst_ForcedPhotom_173_0017.fits"":66237752}"
174,Base,21,1,1,39249667,"{""lsst_Prompt_ISR_174_0000.fits"":43610742}"
175,USDF,233,8,3,179466273,"{""lsst_ForcedPhotom_175_0000.fits"":60721173,""lsst_ForcedPhotom_175_0001.fits"":40264888,""lsst_ForcedPhotom_175_0002.fits"":42413238,""lsst_ForcedPhotom_175_0003.fits"":57408435,""lsst_ForcedPhotom_175_0004.fits"":54408993,""lsst_ForcedPhotom_175_0005.fits"":42250708,""lsst_ForcedPhotom_175_0006.fits"":44908096,""lsst_ForcedPhotom_175_0007.fits"":39255779,""lsst_ForcedPhotom_175_0008.fits"":42623523,""lsst_ForcedPhotom_175_0009.fits"":59499460,""lsst_ForcedPhotom_175_0010.fits"":47304547,""lsst_ForcedPhotom_175_0011.fits"":52801164,""lsst_ForcedPhotom_175_0012.fits"":43217722,""lsst_ForcedPhotom_175_0013.fits"":49864705,""lsst_ForcedPhotom_175_0014.fits"":42246550,""lsst_ForcedPhotom_175_0015.fits"":40465098,""lsst_ForcedPhotom_175_0016.fits"":34921423,""lsst_ForcedPhotom_175_0017.fits"":59266290,""lsst_ForcedPhotom_175_0018.fits"":43489573}"
176,Base,11,1,2,35643172,"{""lsst_Prompt_ISR_176_0000.fits"":39603525}"
177,USDF,195,4,2,348188911,"{""lsst_SingleFrame_Cal_177_0000.fits"":107277554,""lsst_SingleFrame_Cal_177_0001.fits"":109007442,""lsst_SingleFrame_Cal_177_0002.fits"":100250378}"
178,USDF,144,4,1,93609296,"{""lsst_DiffImaging_178_0000.fits"":92199497,""lsst_DiffImaging_178_0001.fits"":88733393,""lsst_DiffImaging_178_0002.fits"":131098097}"
179,FrDF,742,8,3,2233722879,"{""lsst_Coadd_179_0000.fits"":91157058,""lsst_Coadd_179_0001.fits"":101448483,""lsst_Coadd_179_0002.fits"":63457594,""lsst_Coadd_179_0003.fits"":92322706,""lsst_Coadd_179_0004.fits"":85300688,""lsst_Coadd_179_0005.fits"":67341349,""lsst_Coadd_179_0006.fits"":107045696,""lsst_Coadd_179_0007.fits"":150994097,""lsst_Coadd_179_0008.fits"":80126027,""lsst_Coadd_179_0009.fits"":84240257,""lsst_Coadd_179_0010.fits"":110744375,""lsst_Coadd_179_0011.fits"":79865539,""lsst_Coadd_179_0012.fits"":70564302,""lsst_Coadd_179_0013.fits"":87069104,""lsst_Coadd_179_0014.fits"":74457564,""lsst_Coadd_179_0015.fits"":108433091,""lsst_Coadd_179_0016.fits"":77572332,""lsst_Coadd_179_0017.fits"":90698564,""lsst_Coadd_179_0018.fits"":92425757,""lsst_Coadd_179_0019.fits"":67825377,""lsst_Coadd_179_0020.fits"":108463238,""lsst_Coadd_179_0021.fits"":96834583,""lsst_Coadd_179_0022.fits"":111338286,""lsst_Coadd_179_0023.fits"":110704101,""lsst_Coadd_179_0024.fits"":115698125,""lsst_Coadd_179_0025.fits"":92522762,""lsst_Coadd_179_0026.fits"":146517039,""lsst_Coadd_179_0027.fits"":95256936,""lsst_Coadd_179_0028.fits"":89233778,""lsst_Coadd_179_0029.fits"":102655197,""lsst_Coadd_179_0030.fits"":133722613,""lsst_Coadd_179_0031.fits"":77765977,""lsst_Coadd_179_0032.fits"":114836730,""lsst_Coadd_179_0033.fits"":68533367,""lsst_Coadd_179_0034.fits"":91282128,""lsst_Coadd_179_0035.fits"":89940814,""lsst_Coadd_179_0036.fits"":96038829,""lsst_Coadd_179_0037.fits"":93463797,""lsst_Coadd_179_0038.fits"":175646593,""lsst_Coadd_179_0039.fits"":136124132,""lsst_Coadd_179_0040.fits"":83087004,""lsst_Coadd_179_0041.fits"":153547511,""lsst_Coadd_179_0042.fits"":95560695,""lsst_Coadd_179_0043.fits"":108390148,""lsst_Coadd_179_0044.fits"":97191416}"
180,USDF,123,4,1,230311606,"{""lsst_SingleFrame_Cal_180_0000.fits"":109345891,""lsst_SingleFrame_Cal_180_0001.fits"":100028297}"
181,FrDF,118,4,2,356067635,"{""lsst_SingleFrame_Cal_181_0000.fits"":98806118,""lsst_SingleFrame_Cal_181_0001.fits"":138060159,""lsst_SingleFrame_Cal_181_0002.fits"":86831573}"
182,FrDF,589,8,1,2173758375,"{""lsst_Coadd_182_0000.fits"":127904368,""lsst_Coadd_182_0001.fits"":83232862,""lsst_Coadd_182_0002.fits"":93724640,""lsst_Coadd_182_0003.fits"":65590332,""lsst_Coadd_182_0004.fits"":83130627,""lsst_Coadd_182_0005.fits"":91045629,""lsst_Coadd_182_0006.fits"":108675191,""lsst_Coadd_182_0007.fits"":80557527,""lsst_Coadd_182_0008.fits"":95154925,""lsst_Coadd_182_0009.fits"":81562184,""lsst_Coadd_182_0010.fits"":106688267,""lsst_Coadd_182_0011.fits"":158605057,""lsst_Coadd_182_0012.fits"":81669545,""lsst_Coadd_182_0013.fits"":98782995,""lsst_Coadd_182_0014.fits"":84511278,""lsst_Coadd_182_0015.fits"":72363296,""lsst_Coadd_182_0016.fits"":154279148,""lsst_Coadd_182_0017.fits"":102563478,""lsst_Coadd_182_0018.fits"":140235101,""lsst_Coadd_182_0019.fits"":106215791,""lsst_Coadd_182_0020.fits"":110572682,""lsst_Coadd_182_0021.fits"":101477056,""lsst_Coadd_182_0022.fits"":109989748,""lsst_Coadd_182_0023.fits"":163396575,""lsst_Coadd_182_0024.fits"":132885538,""lsst_Coadd_182_0025.fits"":90410385,""lsst_Coadd_182_0026.fits"":115508846,""lsst_Coadd_182_0027.fits"":80776933,""lsst_Coadd_182_0028.fits"":89226961,""lsst_Coadd_182_0029.fits"":111653138,""lsst_Coadd_182_0030.fits"":65565996,""lsst_Coadd_182_0031.fits"":85126388,""lsst_Coadd_182_0032.fits"":98936615,""lsst_Coadd_182_0033.fits"":100727870,""lsst_Coadd_182_0034.fits"":96505974,""lsst_Coadd_182_0035.fits"":87469903,""lsst_Coadd_182_0036.fits"":83730056,""lsst_Coadd_182_0037.fits"":101042794,""lsst_Coadd_182_0038.fits"":79269248,""lsst_Coadd_182_0039.fits"":96927486,""lsst_Coadd_182_0040.fits"":110559918,""lsst_Coadd_182_0041.fits"":103106940,""lsst_Coadd_182_0042.fits"":116157459}"
183,USDF,413,8,2,77031096,"{""lsst_ForcedPhotom_183_0000.fits"":57678292,""lsst_ForcedPhotom_183_0001.fits"":55864509,""lsst_ForcedPhotom_183_0002.fits"":46292730,""lsst_ForcedPhotom_183_0003.fits"":34938546,""lsst_ForcedPhotom_183_0004.fits"":38596254,""lsst_ForcedPhotom_183_0005.fits"":55812930,""lsst_ForcedPhotom_183_0006.fits"":46841812,""lsst_ForcedPhotom_183_0007.fits"":49130407}"
184,USDF,478,8,4,623259480,"{""lsst_Coadd_184_0000.fits"":100257725,""lsst_Coadd_184_0001.fits"":92258721,""lsst_Coadd_184_0002.fits"":130068422,""lsst_Coadd_184_0003.fits"":97268679,""lsst_Coadd_184_0004.fits"":90250895,""lsst_Coadd_184_0005.fits"":99130044,""lsst_Coadd_184_0006.fits"":85304052,""lsst_Coadd_184_0007.fits"":113703576,""lsst_Coadd_184_0008.fits"":78341327,""lsst_Coadd_184_0009.fits"":92667092,""lsst_Coadd_184_0010.fits"":84122153,""lsst_Coadd_184_0011.fits"":109491890,""lsst_Coadd_184_0012.fits"":73654385}"
185,USDF,154,4,2,329986220,"{""lsst_SingleFrame_Cal_185_0000.fits"":82155178,""lsst_SingleFrame_Cal_185_0001.fits"":112233683,""lsst_SingleFrame_Cal_185_0002.fits"":105598612}"
186,USDF,134,4,1,286584523,"{""lsst_SingleFrame_Cal_186_0000.fits"":99109199,""lsst_SingleFrame_Cal_186_0001.fits"":95986497,""lsst_SingleFrame_Cal_186_0002.fits"":65435689}"
187,USDF,29,1,2,30470698,"{""lsst_Prompt_ISR_187_0000.fits"":33856332}"
188,Base,18,1,2,36356947,"{""lsst_Prompt_ISR_188_0000.fits"":40396608}"
189,USDF,134,4,1,110498064,"{""lsst_DiffImaging_189_0000.fits"":80385889,""lsst_DiffImaging_189_0001.fits"":127941173,""lsst_DiffImaging_189_0002.fits"":79218089,""lsst_DiffImaging_189_0003.fits"":80781731}"
190,USDF,23,1,2,35984434,"{""lsst_Prompt_ISR_190_0000.fits"":39982705}"
191,USDF,178,4,1,56992533,"{""lsst_DiffImaging_191_0000.fits"":89749958,""lsst_DiffImaging_191_0001.fits"":100225152}"
192,USDF,107,4,1,306828838,"{""lsst_SingleFrame_Cal_192_0000.fits"":86388766,""lsst_SingleFrame_Cal_192_0001.fits"":87348371,""lsst_SingleFrame_Cal_192_0002.fits"":105198171}"
193,Base,28,1,1,40380150,"{""lsst_Prompt_ISR_193_0000.fits"":44866834}"
194,Base,12,1,2,36436066,"{""lsst_Prompt_ISR_194_0000.fits"":40484518}"
195,FrDF,761,8,1,906747217,"{""lsst_Coadd_195_0000.fits"":109040658,""lsst_Coadd_195_0001.fits"":62469923,""lsst_Coadd_195_0002.fits"":103281036,""lsst_Coadd_195_0003.fits"":101005633,""lsst_Coadd_195_0004.fits"":73295929,""lsst_Coadd_195_0005.fits"":84119256,""lsst_Coadd_195_0006.fits"":96504237,""lsst_Coadd_195_0007.fits"":110951598,""lsst_Coadd_195_0008.fits"":73403336,""lsst_Coadd_195_0009.fits"":97728196,""lsst_Coadd_195_0010.fits"":85828186,""lsst_Coadd_195_0011.fits"":107699071,""lsst_Coadd_195_0012.fits"":125223847,""lsst_Coadd_195_0013.fits"":87872738,""lsst_Coadd_195_0014.fits"":84860180,""lsst_Coadd_195_0015.fits"":92426086,""lsst_Coadd_195_0016.fits"":113597511,""lsst_Coadd_195_0017.fits"":104866449,""lsst_Coadd_195_0018.fits"":99320565}"
196,USDF,629,4,2,61457172,"{""lsst_DiffImaging_196_0000.fits"":102112381,""lsst_DiffImaging_196_0001.fits"":102744859}"
197,FrDF,140,4,1,100763481,"{""lsst_SingleFrame_Cal_197_0000.fits"":91603165}"
198,UKDF,537,8,1,800549181,"{""lsst_Coadd_198_0000.fits"":106789173,""lsst_Coadd_198_0001.fits"":105912691,""lsst_Coadd_198_0002.fits"":92951458,""lsst_Coadd_198_0003.fits"":75132810,""lsst_Coadd_198_0004.fits"":107348524,""lsst_Coadd_198_0005.fits"":96065404,""lsst_Coadd_198_0006.fits"":140223090,""lsst_Coadd_198_0007.fits"":95447240,""lsst_Coadd_198_0008.fits"":99354853,""lsst_Coadd_198_0009.fits"":120068540,""lsst_Coadd_198_0010.fits"":125397828,""lsst_Coadd_198_0011.fits"":82312352,""lsst_Coadd_198_0012.fits"":135355519,""lsst_Coadd_198_0013.fits"":104515061,""lsst_Coadd_198_0014.fits"":114223819}"
199,USDF,149,4,3,356047767,"{""lsst_SingleFrame_Cal_199_0000.fits"":97900550,""lsst_SingleFrame_Cal_199_0001.fits"":127998707,""lsst_SingleFrame_Cal_199_0002.fits"":97780532}"
200,USDF,63,4,3,129118735,"{""lsst_SingleFrame_Cal_200_0000.fits"":117380669}"
201,FrDF,124,4,2,153105447,"{""lsst_SingleFrame_Cal_201_0000.fits"":139186770}"
202,Base,21,1,2,36443451,"{""lsst_Prompt_ISR_202_0000.fits"":40492724}"
203,USDF,59,1,2,35750251,"{""lsst_Prompt_ISR_203_0000.fits"":39722502}"
204,Base,23,1,2,37136264,"{""lsst_Prompt_ISR_204_0000.fits"":41262516}"
205,FrDF,83,4,1,332450690,"{""lsst_SingleFrame_Cal_205_0000.fits"":92620117,""lsst_SingleFrame_Cal_205_0001.fits"":102500290,""lsst_SingleFrame_Cal_205_0002.fits"":107107493}"
206,USDF,147,4,1,59286931,"{""lsst_DiffImaging_206_0000.fits"":93852393,""lsst_DiffImaging_206_0001.fits"":103770712}"
207,USDF,98,4,3,196931564,"{""lsst_SingleFrame_Cal_207_0000.fits"":98388266,""lsst_SingleFrame_Cal_207_0001.fits"":80640429}"
208,FrDF,446,8,1,218647885,"{""lsst_ForcedPhotom_208_0000.fits"":65197340,""lsst_ForcedPhotom_208_0001.fits"":48209147,""lsst_ForcedPhotom_208_0002.fits"":65371263,""lsst_ForcedPhotom_208_0003.fits"":37828750,""lsst_ForcedPhotom_208_0004.fits"":43765442,""lsst_ForcedPhotom_208_0005.fits"":57679670,""lsst_ForcedPhotom_208_0006.fits"":54820956,""lsst_ForcedPhotom_208_0007.fits"":49789875,""lsst_ForcedPhotom_208_0008.fits"":67140411,""lsst_ForcedPhotom_208_0009.fits"":60120985,""lsst_ForcedPhotom_208_0010.fits"":61200237,""lsst_ForcedPhotom_208_0011.fits"":64402275,""lsst_ForcedPhotom_208_0012.fits"":51004743,""lsst_ForcedPhotom_208_0013.fits"":62256179,""lsst_ForcedPhotom_208_0014.fits"":65520902,""lsst_ForcedPhotom_208_0015.fits"":45939760,""lsst_ForcedPhotom_208_0016.fits"":46257810,""lsst_ForcedPhotom_208_0017.fits"":41670144,""lsst_ForcedPhotom_208_0018.fits"":59606833,""lsst_ForcedPhotom_208_0019.fits"":45456705}"
209,UKDF,551,8,4,2076184853,"{""lsst_Coadd_209_0000.fits"":88269610,""lsst_Coadd_209_0001.fits"":117889614,""lsst_Coadd_209_0002.fits"":76026660,""lsst_Coadd_209_0003.fits"":208332315,""lsst_Coadd_209_0004.fits"":73925409,""lsst_Coadd_209_0005.fits"":81136517,""lsst_Coadd_209_0006.fits"":118517728,""lsst_Coadd_209_0007.fits"":139906691,""lsst_Coadd_209_0008.fits"":104090662,""lsst_Coadd_209_0009.fits"":85026251,""lsst_Coadd_209_0010.fits"":102906539,""lsst_Coadd_209_0011.fits"":106217909,""lsst_Coadd_209_0012.fits"":85983417,""lsst_Coadd_209_0013.fits"":139649383,""lsst_Coadd_209_0014.fits"":72985351,""lsst_Coadd_209_0015.fits"":100340369,""lsst_Coadd_209_0016.fits"":101081904,""lsst_Coadd_209_0017.fits"":99492518,""lsst_Coadd_209_0018.fits"":76537487,""lsst_Coadd_209_0019.fits"":77813699,""lsst_Coadd_209_0020.fits"":113013968,""lsst_Coadd_209_0021.fits"":95297351,""lsst_Coadd_209_0022.fits"":91333583,""lsst_Coadd_209_0023.fits"":155387757,""lsst_Coadd_209_0024.fits"":120713307,""lsst_Coadd_209_0025.fits"":105668107,""lsst_Coadd_209_0026.fits"":81809634,""lsst_Coadd_209_0027.fits"":116345799,""lsst_Coadd_209_0028.fits"":117537354,""lsst_Coadd_209_0029.fits"":92642788,""lsst_Coadd_209_0030.fits"":121176958,""lsst_Coadd_209_0031.fits"":117576872,""lsst_Coadd_209_0032.fits"":97613756,""lsst_Coadd_209_0033.fits"":76194544,""lsst_Coadd_209_0034.fits"":115495311,""lsst_Coadd_209_0035.fits"":86889212,""lsst_Coadd_209_0036.fits"":98504708,""lsst_Coadd_209_0037.fits"":106386589,""lsst_Coadd_209_0038.fits"":100092309,""lsst_Coadd_209_0039.fits"":86559767}"
210,Base,19,1,2,31534098,"{""lsst_Prompt_ISR_210_0000.fits"":35037887}"
211,USDF,808,8,2,1237208539,"{""lsst_Coadd_211_0000.fits"":70062780,""lsst_Coadd_211_0001.fits"":130040532,""lsst_Coadd_211_0002.fits"":111579447,""lsst_Coadd_211_0003.fits"":102919228,""lsst_Coadd_211_0004.fits"":76643517,""lsst_Coadd_211_0005.fits"":87864970,""lsst_Coadd_211_0006.fits"":109039458,""lsst_Coadd_211_0007.fits"":117611609,""lsst_Coadd_211_0008.fits"":83128599,""lsst_Coadd_211_0009.fits"":81055685,""lsst_Coadd_211_0010.fits"":73181080,""lsst_Coadd_211_0011.fits"":154644699,""lsst_Coadd_211_0012.fits"":126863770,""lsst_Coadd_211_0013.fits"":95871577,""lsst_Coadd_211_0014.fits"":105275895,""lsst_Coadd_211_0015.fits"":70436755,""lsst_Coadd_211_0016.fits"":105414861,""lsst_Coadd_211_0017.fits"":100363991,""lsst_Coadd_211_0018.fits"":92661511,""lsst_Coadd_211_0019.fits"":113653713,""lsst_Coadd_211_0020.fits"":92669202,""lsst_Coadd_211_0021.fits"":87083130,""lsst_Coadd_211_0022.fits"":74420854,""lsst_Coadd_211_0023.fits"":117671741,""lsst_Coadd_211_0024.fits"":94258474}"
212,Base,28,1,2,29636508,"{""lsst_Prompt_ISR_212_0000.fits"":32929454}"
213,FrDF,193,4,1,90073515,"{""lsst_DiffImaging_213_0000.fits"":101262376,""lsst_DiffImaging_213_0001.fits"":92312867,""lsst_DiffImaging_213_0002.fits"":106669810}"
214,USDF,997,8,3,567041002,"{""lsst_Coadd_214_0000.fits"":106064814,""lsst_Coadd_214_0001.fits"":96090279,""lsst_Coadd_214_0002.fits"":62366185,""lsst_Coadd_214_0003.fits"":117053664,""lsst_Coadd_214_0004.fits"":75227347,""lsst_Coadd_214_0005.fits"":66303307,""lsst_Coadd_214_0006.fits"":113621545,""lsst_Coadd_214_0007.fits"":77796674,""lsst_Coadd_214_0008.fits"":117181538,""lsst_Coadd_214_0009.fits"":98856128,""lsst_Coadd_214_0010.fits"":112478473,""lsst_Coadd_214_0011.fits"":91042050}"
215,USDF,358,8,3,1000323431,"{""lsst_Coadd_215_0000.fits"":105381382,""lsst_Coadd_215_0001.fits"":74900047,""lsst_Coadd_215_0002.fits"":71798403,""lsst_Coadd_215_0003.fits"":111548078,""lsst_Coadd_215_0004.fits"":103527866,""lsst_Coadd_215_0005.fits"":71251360,""lsst_Coadd_215_0006.fits"":145191852,""lsst_Coadd_215_0007.fits"":124431781,""lsst_Coadd_215_0008.fits"":92935151,""lsst_Coadd_215_0009.fits"":111188913,""lsst_Coadd_215_0010.fits"":77952721,""lsst_Coadd_215_0011.fits"":113504369,""lsst_Coadd_215_0012.fits"":87233132,""lsst_Coadd_215_0013.fits"":107529695,""lsst_Coadd_215_0014.fits"":115883433,""lsst_Coadd_215_0015.fits"":79815711,""lsst_Coadd_215_0016.fits"":95795698,""lsst_Coadd_215_0017.fits"":83909481,""lsst_Coadd_215_0018.fits"":118256024,""lsst_Coadd_215_0019.fits"":108611765}"
216,USDF,26,1,2,31514543,"{""lsst_Prompt_ISR_216_0000.fits"":35016159}"
217,USDF,251,8,1,74461917,"{""lsst_ForcedPhotom_217_0000.fits"":40145776,""lsst_ForcedPhotom_217_0001.fits"":47073965,""lsst_ForcedPhotom_217_0002.fits"":37526681,""lsst_ForcedPhotom_217_0003.fits"":59373811,""lsst_ForcedPhotom_217_0004.fits"":46011777,""lsst_ForcedPhotom_217_0005.fits"":54033146,""lsst_ForcedPhotom_217_0006.fits"":54310027,""lsst_ForcedPhotom_217_0007.fits"":33834404}"
218,FrDF,324,8,2,89919750,"{""lsst_ForcedPhotom_218_0000.fits"":41015469,""lsst_ForcedPhotom_218_0001.fits"":63291490,""lsst_ForcedPhotom_218_0002.fits"":43465279,""lsst_ForcedPhotom_218_0003.fits"":42112673,""lsst_ForcedPhotom_218_0004.fits"":52008165,""lsst_ForcedPhotom_218_0005.fits"":66006261,""lsst_ForcedPhotom_218_0006.fits"":62808022,""lsst_ForcedPhotom_218_0007.fits"":33663586,""lsst_ForcedPhotom_218_0008.fits"":45227805}"
219,Base,40,1,2,33952930,"{""lsst_Prompt_ISR_219_0000.fits"":37725478}"
220,Base,25,1,2,38269273,"{""lsst_Prompt_ISR_220_0000.fits"":42521415}"
221,Base,18,1,2,38730108,"{""lsst_Prompt_ISR_221_0000.fits"":43033454}"
222,USDF,223,4,3,109349464,"{""lsst_SingleFrame_Cal_222_0000.fits"":99408604}"
223,USDF,303,4,2,94237436,"{""lsst_DiffImaging_223_0000.fits"":90413303,""lsst_DiffImaging_223_0001.fits"":106090634,""lsst_DiffImaging_223_0002.fits"":117620852}"
